image_id,labels,labels_human
img123.jpg,l0 l1 l19 l22 l31 l34 l6,['people' 'trees' 'water' 'clouds' 'sand' 'playground' 'sunny']
img145.jpg,l0 l14 l27 l5,['people' 'buildings' 'traffic signs' 'tree']
img30.jpg,l0 l3 l35 l46,['people' 'building' 'dog' 'bushes']
img60.jpg,l0 l17 l18 l27 l37 l4,['people' 'snow' 'winter' 'stairs' 'tree' 'chain light']
img263.jpg,l66 l8 l88,['person' 'chair' 'book']
img109.jpg,l10 l2 l27 l64,['grass' 'nature' 'tree' 'cat']
img268.jpg,l1 l23 l3 l80,['trees' 'building' 'street' 'lights']
img129.jpg,l12 l20 l44 l6,['water' 'pavement' 'bridge' 'glasses']
img241.jpg,l0 l1 l86,['people' 'trees' 'tents']
img107.jpg,l17 l4,['snow' 'winter']
img177.jpg,l0 l1 l4 l5 l56 l85,['people' 'trees' 'snow' 'buildings' 'fence' 'stroller']
img116.jpg,l6 l8,['water' 'person']
img61.jpg,l17 l18 l37 l4,['snow' 'winter' 'stairs' 'chain light']
img70.jpg,l0 l1 l41 l59 l86 l9,['people' 'trees' 'cars' 'drone photography' 'park' 'tents']
img282.jpg,l68 l77 l78 l8,['person' 'suit' 'human' 'man']
img64.jpg,l1 l4 l43 l82,['trees' 'snow' 'lamp post' 'snow statue']
img175.jpg,l0 l1 l4 l5 l85,['people' 'trees' 'snow' 'buildings' 'stroller']
img122.jpg,l0 l1 l19 l22 l31 l34 l6,['people' 'trees' 'water' 'clouds' 'sand' 'playground' 'sunny']
img67.jpg,l37 l4 l82,['snow' 'chain light' 'snow statue']
img210.jpg,l1 l10 l13 l2 l32 l5,['trees' 'grass' 'buildings' 'nature' 'flowers' 'blue sky']
img184.jpg,l1 l15 l2 l20 l7,['trees' 'grass' 'road' 'lamp posts' 'bridge']
img253.jpg,l16 l25 l29 l73,['traffic sign' 'graffiti' 'wall' 'house']
img74.jpg,l3 l57,['building' 'performing']
img91.jpg,l44,['glasses']
img72.jpg,l18 l57,['stairs' 'performing']
img141.jpg,l1 l22 l43 l49 l54 l7 l74,['trees' 'road' 'sand' 'lamp post' 'river' 'beach' 'outdoor gym']
img232.jpg,l1 l16 l23 l4 l42 l69,['trees' 'snow' 'traffic sign' 'street' 'tractor' 'snow plow']
img115.jpg,l1 l19 l32 l4,['trees' 'snow' 'clouds' 'blue sky']
img284.jpg,l68 l77 l78 l8,['person' 'suit' 'human' 'man']
img148.jpg,l1 l2 l56 l7 l73,['trees' 'grass' 'road' 'fence' 'house']
img197.jpg,l0 l10 l11 l65 l7,['people' 'road' 'nature' 'bicycle' 'railroad']
img135.jpg,l8,['person']
img226.jpg,l1 l15 l18 l59 l80,['trees' 'lamp posts' 'stairs' 'park' 'lights']
img120.jpg,l0 l1 l2 l31 l43 l5 l54 l6,"['people' 'trees' 'grass' 'buildings' 'water' 'playground' 'lamp post'
 'beach']"
img171.jpg,l0 l1 l15 l4 l9,['people' 'trees' 'snow' 'cars' 'lamp posts']
img255.jpg,l25 l29 l8,['person' 'graffiti' 'wall']
img187.jpg,l0 l15 l19 l20,['people' 'lamp posts' 'clouds' 'bridge']
img163.jpg,l0 l19 l38 l40 l6,['people' 'water' 'clouds' 'barge' 'emajõe-peipsi barge jõmmu']
img6.jpg,l0 l27 l3 l81,['people' 'building' 'tree' 'suitcase']
img258.jpg,l25 l29,['graffiti' 'wall']
img260.jpg,l89,['books']
img105.jpg,l51,['plants']
img198.jpg,l0 l10 l11 l65 l7,['people' 'road' 'nature' 'bicycle' 'railroad']
img82.jpg,l2,['grass']
img124.jpg,l0 l1 l19 l22 l34 l6,['people' 'trees' 'water' 'clouds' 'sand' 'sunny']
img23.jpg,l1 l15 l18 l2 l21 l71,['trees' 'grass' 'lamp posts' 'stairs' 'stone road' 'stair railings']
scraped_01.jpg,l64,['cat']
scraped_02.jpg,l64,['cat']
scraped_03.jpg,l64,['cat']
scraped_04.jpg,l64 l12,['cat' 'pavement']
scraped_05.jpg,l64 l27,['cat' 'tree']
scraped_06.jpg,l64 l2,['cat' 'grass']
scraped_07.jpg,l69 l4 l7 l17,['snow plow' 'snow' 'road' 'winter']
scraped_08.jpg,l69 l4 l7 l17,['snow plow' 'snow' 'road' 'winter']
scraped_09.jpg,l69 l4 l7 l32 l17,['snow plow' 'snow' 'road' 'blue sky' 'winter']
scraped_10.jpg,l69 l4 l7 l17,['snow plow' 'snow' 'road' 'winter']
scraped_11.jpg,l69 l4 l1 l7 l17,['snow plow' 'snow' 'trees' 'road' 'winter']
scraped_12.jpg,l69 l4 l1 l50 l7 l17,['snow plow' 'snow' 'trees' 'car' 'road' 'winter']
scraped_13.jpg,l72 l1,['sign' 'trees']
scraped_14.jpg,l72 l1,['sign' 'trees']
scraped_15.jpg,l72 l1,['sign' 'trees']
scraped_16.jpg,l72,['sign']
scraped_17.jpg,l72 l12 l11,['sign' 'pavement' 'bicycle']
scraped_18.jpg,l72 l12,['sign' 'pavement']
scraped_19.jpg,l72,['sign']
scraped_20.jpg,l72 l3,['sign' 'building']
scraped_21.jpg,l72 l32,['sign' 'blue sky']
scraped_22.jpg,l76 l16,['crosswalk' 'traffic sign']
scraped_23.jpg,l76 l77 l8 l79,['crosswalk' 'human' 'person' 'cone']
scraped_24.jpg,l76 l77 l5 l0 l8,['crosswalk' 'human' 'buildings' 'people' 'person']
scraped_25.jpg,l76 l77 l8,['crosswalk' 'human' 'person']
scraped_26.jpg,l83,['table']
scraped_27.jpg,l83 l0,['table' 'people']
scraped_28.jpg,l83 l2,['table' 'grass']
scraped_29.jpg,l83 l0 l2 l36,['table' 'people' 'grass' 'yellow leaves']
scraped_30.jpg,l83 l0,['table' 'people']
scraped_31.jpg,l88 l70,['book' 'leaves']
scraped_32.jpg,l88,['book']
scraped_33.jpg,l88 l2,['book' 'grass']
scraped_34.jpg,l88,['book']
scraped_35.jpg,l88 l83,['book' 'table']
scraped_36.jpg,l88 l2,['book' 'grass']
scraped_37.jpg,l89,['books']
scraped_38.jpg,l89,['books']
scraped_39.jpg,l90 l1 l32,['flag' 'trees' 'blue sky']
scraped_40.jpg,l90 l32,['flag' 'blue sky']
scraped_41.jpg,l90 l4,['flag' 'snow']
scraped_42.jpg,l90,['flag']
scraped_43.jpg,l1 l2 l72 l10 l46,['trees' 'grass' 'sign' 'nature' 'bushes']
scraped_44.jpg,l1 l2 l7 l10,['trees' 'grass' 'road' 'nature']
scraped_45.jpg,l1 l2 l72 l7 l23,['trees' 'grass' 'sign' 'road' 'streer']
scraped_46.jpg,l4 l0 l17,['snow' 'people' 'winter']
scraped_47.jpg,l4 l0 l50 l17 l78,['snow' 'people' 'car' 'man' 'winter']
scraped_48.jpg,l4 l0 l78 l17,['snow' 'people' 'man' 'winter']
scraped_49.jpg,l4 l0 l78 l17,['snow' 'people' 'man' 'winter']
scraped_50.jpg,l72 l1 l2 l70,['sign' 'trees' 'grass' 'leaves']
scraped_51.jpg,l72 l1 l2,['sign' 'trees' 'grass']
scraped_52.jpg,l72 l1 l2,['sign' 'trees' 'grass']
scraped_53.jpg,l2 l34 l10,['grass' 'sunny' 'nature']
scraped_54.jpg,l2 l34 l10,['grass' 'sunny' 'nature']
scraped_55.jpg,l2 l34 l10,['grass' 'sunny' 'nature']
scraped_56.jpg,l13,['flowers']
scraped_57.jpg,l13,['flowers']
scraped_58.jpg,l22 l54 l8,['sand' 'beach' 'person]
scraped_59.jpg,l22 l54 l32,['sand' 'beach' 'blue sky']
scraped_60.jpg,l0 l75,['people' 'hands']
scraped_61.jpg,l0 l83,['people' 'table']
scraped_62.jpg,l0 l83,['people' 'table']
scraped_63.jpg,l1,['trees']
scraped_64.jpg,l4 l1 l7 l17,['snow' 'trees' 'road' 'winter']
scraped_65.jpg,l4 l1 l17,['snow' 'trees' 'winter']
scraped_66.jpg,l4 l1 l17,['snow' 'trees' 'winter']
scraped_67.jpg,l4 l1 l17,['snow' 'trees' 'winter']
scraped_68.jpg,l53,['green garbage can']
scraped_69.jpg,l53,['green garbage can']
scraped_70.jpg,l58 l78 l8 l12,['worker' 'man' 'person' 'pavement']
scraped_71.jpg,l4 l1 l17 l9 l23 l5,['snow' 'trees' 'winter' 'cars' 'street' 'buildings']
scraped_72.jpg,l4 l1 l17 l9 l23 l0,['snow' 'trees' 'winter' 'cars' 'street' 'people']
scraped_73.jpg,l4 l1 l17 l9 l23 l16 l5,['snow' 'trees' 'winter' 'cars' 'street' 'traffic sign' 'buildings']
scraped_74.jpg,l4 l1 l17 l9 l23 l5,['snow' 'trees' 'winter' 'cars' 'street' 'buildings']
scraped_75.jpg,l4 l1 l17 l9 l23,['snow' 'trees' 'winter' 'cars' 'street']
scraped_76.jpg,l4 l1 l17 l9 l5 l23,['snow' 'trees' 'winter' 'cars' 'buildings' 'street']
scraped_77.jpg,l34 l32 l19,['sunny' 'blue sky' 'clouds']
scraped_78.jpg,l34 l32 l19 l10 l46 l2 l51,['sunny' 'blue sky' 'clouds' 'nature' 'bushes' 'grass' 'plants']
scraped_79.jpg,l34 l45 l2 l10,['sunny' 'cloudy' 'grass' 'nature']
scraped_80.jpg,l34 l32 l19 l10 l46 l2 l51,['sunny' 'blue sky' 'clouds' 'nature' 'bushes' 'grass']
scraped_81.jpg,l34 l19 l10 l46 l2 l51,['sunny' 'clouds' 'nature' 'bushes' 'grass' 'plants']
scraped_82.jpg,l34 l19 l10 l46 l2 l45 l27,['sunny' 'clouds' 'nature' 'bushes' 'grass' 'cloudy' 'tree']
scraped_83.jpg,l34 l19 l46 l51 l1,['sunny' 'nature' 'bushes' 'grass' 'trees']
scraped_84.jpg,l0 l75 l78,['people' 'hands' 'man']
scraped_85.jpg,l0 l75 l83,['people' 'hands' 'table']
scraped_86.jpg,l0 l75 l83 l60,['people' 'hands' 'table' 'wedding']
scraped_87.jpg,l0 l75 l83,['people' 'hands' 'table']
scraped_88.jpg,l0 l75 l83 l8,['people' 'hands' 'table' 'person']
scraped_89.jpg,l0 l75 l83,['people' 'hands' 'table']
scraped_90.jpg,l0 l75 l83,['people' 'hands' 'table']
scraped_91.jpg,l83,['table']
scraped_92.jpg,l83 l78 l8,['table' 'man' 'person']
scraped_93.jpg,l0,['people']
scraped_94.jpg,l0 l78 l8 l75,['people' 'man' 'person' 'hands']
scraped_95.jpg,l0 l75 l83 l8,['people' 'hands' 'table' 'person']
scraped_96.jpg,l0 l75 l83 l8,['people' 'hands' 'table' 'person']
scraped_97.jpg,l0 l75 l83 l8,['people' 'hands' 'table' 'person']
scraped_98.jpg,l0 l75 l83 l8,['people' 'hands' 'table' 'person']
scraped_99.jpg,l0 l75 l83 l8,['people' 'hands' 'table' 'person']
scraped_100.jpg,l0 l75 l83 l8,['people' 'hands' 'table' 'person']
